username,payroll_id,fname,lname,number,group,local_date,local_day,local_start_time,local_end_time,tz,hours,jobcode_1,jobcode_2,jobcode_3,jobcode_4,bchrp property address,billable,btl property address,class,location,lvbop property addresses,mi slba county,service item,tasks,location,notes,approved_status,has_flags,flag_types
tlannister2@las.com,,Tyrion,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,5,,KL D-22,Kings Landing Delivery-2022-005 Storage,Task 3,,,,,,,,,,,A Lannister always pays their debts,approved,,
bronn,,Bronn,,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.5,,KL R-22,Kings Landing Regency-2022-001 Admin,,,,,,,,,,,,A Lannister always pays their debts,approved,,
bronn,,Bronn,,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.5,,KL D-19,Kings Landing Delivery-2019-001 Admin,,,,,,,,,,,,A Lannister always pays their debts,approved,,
bronn,,Bronn,,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.75,,KL D-22,Kings Landing Delivery-2022-001 Admin,,,,,,,,,,,,A Lannister always pays their debts,approved,,
bronn,,Bronn,,0,Lannister Advisery Services,3/29/2024,Fri,,,,1,,KL D-19,Kings Landing Delivery-2019-003 Planning,Task 1,,,,,,,,,,,A Lannister always pays their debts,approved,,
bronn,,Bronn,,0,Lannister Advisery Services,3/29/2024,Fri,,,,1,,KL D-19,Kings Landing Delivery-2019-004 Allotment,Task 1,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.25,,KL D-22,Kings Landing Delivery-2022-008 Payment,Task 2,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.25,,KL C-20,Kings Landing Construction-2020-006 Assembly,Task 1,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.25,,KL D-22,Kings Landing Delivery-2022-007 Procurement,Task 2,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,0.75,,KL D-22,Kings Landing Delivery-2022-003 Planning,Task 3,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,2.75,,KL D-22,Kings Landing Delivery-2022-005 Storage,Task 1,,,,,,,,,,,A Lannister always pays their debts,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/29/2024,Fri,,,,3.5,,KL D-22,Kings Landing Delivery-2022-005 Storage,Task 2,,,,,,,,,,,A Lannister always pays their debts,approved,,
balong,,Balon,Greyjoy,0,SME/Contractor,3/30/2024,Sat,,,,3,,KL D-19,Kings Landing Delivery-2019-003 Planning,Task 3,,,,,,,,,,,,approved,,
tlannister2@las.com,,Tyrion,Lannister,0,Lannister Advisery Services,3/31/2024,Sun,,,,1,,KL D-22,Kings Landing Delivery-2022-005 Storage,Task 3,,,,,,,,,,,What do we say to do the god of death? Not today.,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/31/2024,Sun,,,,0.25,,KL D-19,Kings Landing Delivery-2019-003 Planning,Task 3,,,,,,,,,,,What do we say to do the god of death? Not today.,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/31/2024,Sun,,,,0.25,,KL C-20,Kings Landing Construction-2020-006 Assembly,Task 2,,,,,,,,,,,What do we say to do the god of death? Not today.,approved,,
jlannister,,Jaimie,Lannister,0,Lannister Advisery Services,3/31/2024,Sun,,,,1,,KL D-22,Kings Landing Delivery-2022-005 Storage,Task 1,,,,,,,,,,,,approved,,
